"","char.name","char.stat","char.value"
"15545","Kelvin Carpenter","Last Appearance","3 September 1987"
"15546","Kelvin Carpenter","Credits","List of appearances"
"15547","Kelvin Carpenter","Episode Count"," 194 "
"15548","Kelvin Carpenter","Status","Alive"
"15549","Kelvin Carpenter","Date of Birth","15 January 1969"
"15550","Kelvin Carpenter","Occupation","Student"
"15551","Kelvin Carpenter","Father","Tony Carpenter"
"15552","Kelvin Carpenter","Mother","Hannah Carpenter"
"15553","Kelvin Carpenter","Sisters","Cassie Carpenter"
"15554","Kelvin Carpenter","Page Links:","What Links Here"
"15555","Ken (18 August 2022)","Portrayed by","Steve Varnom (search)"
"15556","Ken (18 August 2022)","Introduced by","Kate Oates Chris Clenshaw"
"15557","Ken (18 August 2022)","Gender"," Male"
"15558","Ken (18 August 2022)","Appears on","18 August 2022"
"15559","Ken (18 August 2022)","Episode Count"," 1 "
"15560","Ken (18 August 2022)","Status","Alive"
"15561","Ken (18 August 2022)","Occupation","Karaoke Performer"
"15562","Ken (18 August 2022)","Classification","Former; guest"
"15563","Ken (18 August 2022)","Page Links:","What Links Here"
"15564","Ken (1996)","Portrayed by","Jamie Dispirito (search)"
"15565","Ken (1996)","Gender"," Male"
"15566","Ken (1996)","Appears on","29 April 1996"
"15567","Ken (1996)","Duration","1996"
"15568","Ken (1996)","Episode Count"," 1 "
"15569","Ken (1996)","Status","Alive"
"15570","Ken (1996)","Classification","Past; guest"
"15571","Ken (1996)","Wife","Suzy Branning (backstory)"
"15572","Ken (1996)","Sons","Kevin Branning"
"15573","Ken (1996)","Daughters","Rebecca Branning"
"15574","Ken (1996)","Page Links:","What Links Here"
"15575","Ken Raynor","Portrayed by","Ian Redford (search)"
"15576","Ken Raynor","Introduced by","Kate Oates Jon Sen"
"15577","Ken Raynor","Gender"," Male"
"15578","Ken Raynor","First Appearance","18 December 1990"
"15579","Ken Raynor","Last Appearance","28 February 1991"
"15580","Ken Raynor","Episode Count"," 2 "
"15581","Ken Raynor","Status","Alive"
"15582","Ken Raynor","Classification","Former; guest"
"15583","Ken Raynor","Wife","Sandra Raynor"
"15584","Ken Raynor","Daughters","Jasmine O'Brien"
"15585","Ken Raynor","Stepdaughters","Ginny O'Brien Disa O'Brien"
"15586","Ken Raynor","Page Links:","What Links Here"
"15587","Kendra Hills-Smythe","Portrayed by","Rebecca Egan (search)"
"15588","Kendra Hills-Smythe","Introduced by","Diederick Santer"
"15589","Kendra Hills-Smythe","Gender"," Female"
"15590","Kendra Hills-Smythe","First Appearance","11 November 2008"
"15591","Kendra Hills-Smythe","Last Appearance","10 April 2009"
"15592","Kendra Hills-Smythe","Episode Count"," 8 "
"15593","Kendra Hills-Smythe","Status","Alive"
"15594","Kendra Hills-Smythe","Classification","Former; recurring"
"15595","Kendra Hills-Smythe","Page Links:","What Links Here"
"15596","Kendra Stanley","Portrayed by","Sharon Clarke (search)"
"15597","Kendra Stanley","Introduced by","Bryan Kirkwood"
"15598","Kendra Stanley","Gender"," Female"
"15599","Kendra Stanley","First Appearance","24 January 2011"
"15600","Kendra Stanley","Status","Alive"
"15601","Kendra Stanley","Classification","Former; guest"
"15602","Kendra Stanley","Sons","Connor Stanley"
"15603","Kendra Stanley","Page Links:","What Links Here"
"15604","Kenneth Foskett","Portrayed by","Barry James (search)"
"15605","Kenneth Foskett","Introduced by","Kate Oates"
"15606","Kenneth Foskett","Gender"," Male"
"15607","Kenneth Foskett","First Appearance","1 March 2019"
"15608","Kenneth Foskett","Last Appearance","16 December 2022"
"15609","Kenneth Foskett","Duration","2019, 2022"
"15610","Kenneth Foskett","Episode Count"," 2 "
"15611","Kenneth Foskett","Status","Alive"
"15612","Kenneth Foskett","Occupation","Solicitor"
"15613","Kenneth Foskett","Classification","Former; guest"
"15614","Kenneth Foskett","Page Links:","What Links Here"
"15615","Kenneth Mitchell","Portrayed by","— (search)"
"15616","Kenneth Mitchell","Gender"," Male"
"15617","Kenneth Mitchell","Wife","Barbara Mitchell"
"15618","Kenneth Mitchell","Sons","Stephen Mitchell"
"15619","Kenneth Mitchell","Father","Edward Mitchell"
"15620","Kenneth Mitchell","Mother","Betty Mitchell"
"15621","Kenneth Mitchell","Brothers","Phillip Mitchell"
"15622","Kenneth Mitchell","Sisters","Madge Mitchell"
"15623","Kenneth Mitchell","Nephews","Eric MitchellArchie MitchellClive Mitchell"
"15624","Kenneth Mitchell","Other known relatives","Harry MitchellCharlie MitchellPhil MitchellGrant MitchellSam MitchellRonnie MitchellRoxy MitchellJames BranningMatthew Mitchell-CottonDanielle JonesAmy MitchellBen Mitchell Mark Fowler Jr  Richard MitchellLouise Mitchell Courtney MitchellBilly Mitchell Janet Mitchell William Mitchell  Lola Pearce Dan PearceLexi Pearce Jamie Mitchell"
"15625","Kenneth Mitchell","Page Links:","What Links Here"
"15626","Kenny Beale","Portrayed by","Michael Attwell"
"15627","Kenny Beale","Introduced by","Julia Smith"
"15628","Kenny Beale","Gender"," Male"
"15629","Kenny Beale","First Appearance","9 February 1988"
"15630","Kenny Beale","Last Appearance","10 March 1988"
"15631","Kenny Beale","Episode Count"," 9 "
"15632","Kenny Beale","Address","New Zealand"
"15633","Kenny Beale","Status","Alive"
"15634","Kenny Beale","Date of Birth","1940"
"15635","Kenny Beale","Occupation","Swimming pool salesman"
"15636","Kenny Beale","Classification","Former; regular"
"15637","Kenny Beale","Daughters","Elizabeth Beale"
"15638","Kenny Beale","Father","Albert Beale"
"15639","Kenny Beale","Mother","Lou Beale"
"15640","Kenny Beale","Brothers","Harry BealeRonnie BealePete Beale"
"15641","Kenny Beale","Sisters","Maggie FlahertyDora BealePauline Fowler Norma Beale"
"15642","Kenny Beale","Page Links:","What Links Here"
"15643","Kenny Fraser","Portrayed by","Giles Ward (search)"
"15644","Kenny Fraser","Gender"," Male"
"15645","Kenny Fraser","Appears on","15 April 1997"
"15646","Kenny Fraser","Episode Count"," 1 "
"15647","Kenny Fraser","Status","Alive"
"15648","Kenny Fraser","Occupation","Cross-Channel Ferry"
"15649","Kenny Fraser","Classification","Former; guest"
"15650","Kenny Fraser","Page Links:","What Links Here"
"15651","Kenny Thomas","Portrayed by","Simon Cole (search)"
"15652","Kenny Thomas","Introduced by","John Yorke"
"15653","Kenny Thomas","Gender"," Male"
"15654","Kenny Thomas","First Appearance","14 December 2017"
"15655","Kenny Thomas","Status","Alive"
"15656","Kenny Thomas","Occupation","Journalist"
"15657","Kenny Thomas","Classification","Former; guest"
"15658","Kenny Thomas","Page Links:","What Links Here"
"15659","Kerry","Portrayed by","Kerry Potter (search)"
"15660","Kerry","Gender"," Female"
"15661","Kerry","First Appearance","9 June 1994"
"15662","Kerry","Last Appearance","24 January 1995"
"15663","Kerry","Episode Count"," 4 "
"15664","Kerry","Status","Alive"
"15665","Kerry","Occupation","Shop Assistant"
"15666","Kerry","Classification","Former; guest"
"15667","Kerry","Page Links:","What Links Here"
"15668","Kerry Skinner","Portrayed by","Gemma McCluskie (search)"
"15669","Kerry Skinner","Introduced by","John Yorke"
"15670","Kerry Skinner","Gender"," Female"
"15671","Kerry Skinner","First Appearance","19 October 2000"
"15672","Kerry Skinner","Last Appearance","8 March 2001"
"15673","Kerry Skinner","Credits","List of appearances"
"15674","Kerry Skinner","Duration","2000–01"
"15675","Kerry Skinner","Episode Count"," 40 "
"15676","Kerry Skinner","Status","Alive"
"15677","Kerry Skinner","Classification","Former; regular"
"15678","Kerry Skinner","Father","Eddie Skinner"
"15679","Kerry Skinner","Great-aunts","Ethel Skinner"
"15680","Kerry Skinner","Page Links:","What Links Here"
"15681","Kevin","Portrayed by","John Pickard"
"15682","Kevin","Introduced by","Leonard Lewis"
"15683","Kevin","Gender"," Male"
"15684","Kevin","First Appearance","16 December 1993"
"15685","Kevin","Last Appearance","15 February 1996"
"15686","Kevin","Credits","List of appearances"
"15687","Kevin","Duration","1993-1996"
"15688","Kevin","Episode Count"," Unknown "
"15689","Kevin","Status","Alive"
"15690","Kevin","Date of Birth","6 August 1979"
"15691","Kevin","Classification","Former; recurring"
"15692","Kevin","Romances","Melanie"
"15693","Kevin","Page Links:","What Links Here"
"15694","Kevin (2000)","Portrayed by","Daniel Mays (search)"
"15695","Kevin (2000)","Introduced by","John Yorke"
"15696","Kevin (2000)","Gender"," Male"
"15697","Kevin (2000)","First Appearance","19 September 2000"
"15698","Kevin (2000)","Last Appearance","10 October 2000"
"15699","Kevin (2000)","Episode Count"," 4 "
"15700","Kevin (2000)","Status","Alive"
"15701","Kevin (2000)","Classification","Former; guest"
"15702","Kevin (2000)","Page Links:","What Links Here"
"15703","Kevin (2022)","Alias","Bare Knuckle Bishop of Barking"
"15704","Kevin (2022)","Portrayed by","Kieran Dooner (search)"
"15705","Kevin (2022)","Introduced by","Kate Oates"
"15706","Kevin (2022)","Gender"," Male"
"15707","Kevin (2022)","Appears on","2 May 2022"
"15708","Kevin (2022)","Episode Count"," 1 "
"15709","Kevin (2022)","Status","Alive"
"15710","Kevin (2022)","Classification","Former; guest"
"15711","Kevin (2022)","Page Links:","What Links Here"
"15712","Kevin (22 June 2017)","Portrayed by","Nick Cavaliere (search)"
"15713","Kevin (22 June 2017)","Introduced by","Sean O'Connor"
"15714","Kevin (22 June 2017)","Gender"," Male"
"15715","Kevin (22 June 2017)","First Appearance","22 June 2017"
"15716","Kevin (22 June 2017)","Status","Alive"
"15717","Kevin (22 June 2017)","Occupation","Signwriter"
"15718","Kevin (22 June 2017)","Classification","Former; guest"
"15719","Kevin (22 June 2017)","Page Links:","What Links Here"
"15720","Kevin Bolton","Portrayed by","Rupert Hill (search)"
"15721","Kevin Bolton","Introduced by","John Yorke"
"15722","Kevin Bolton","Gender"," Male"
"15723","Kevin Bolton","Appears on","17 May 2001"
"15724","Kevin Bolton","Episode Count"," 1 "
"15725","Kevin Bolton","Status","Alive"
"15726","Kevin Bolton","Classification","Former; guest"
"15727","Kevin Bolton","Father","Gary Bolton"
"15728","Kevin Bolton","Half-Brothers","Robbie Jackson"
"15729","Kevin Bolton","Half-Sisters","Sonia Jackson"
"15730","Kevin Bolton","Page Links:","What Links Here"
"15731","Kevin Branning","Portrayed by","Jamie Dispirito (search)"
"15732","Kevin Branning","Introduced by","Corinne Hollingworth Jane Harris"
"15733","Kevin Branning","Gender"," Male"
"15734","Kevin Branning","First Appearance","29 April 1996"
"15735","Kevin Branning","Last Appearance","30 April 1996"
"15736","Kevin Branning","Duration","1996"
"15737","Kevin Branning","Episode Count"," 2 "
"15738","Kevin Branning","Status","Unknown"
"15739","Kevin Branning","Classification","Former; guest"
"15740","Kevin Branning","Father","Ken"
"15741","Kevin Branning","Mother","Suzy Branning"
"15742","Kevin Branning","Sisters","Rebecca Branning"
"15743","Kevin Branning","Grandfathers","Jim Branning"
"15744","Kevin Branning","Grandmothers","Reenie Branning"
"15745","Kevin Branning","Uncles","Derek Branning Max Branning Jack Branning"
"15746","Kevin Branning","Aunts","April Branning Carol Branning"
"15747","Kevin Branning","First cousins","Joey Branning Alice Branning Bianca Jackson Robbie Jackson Sonia Fowler Billie Jackson Bradley Branning Lauren Branning Abi Branning Oscar Branning Penny Branning James Branning Amy Mitchell Ricky Mitchell"
"15748","Kevin Branning","Other known relatives","James Branning Sr Whitney Dean (adoptive) Liam Butcher Tiffany Butcher Morgan Butcher Bex Fowler Sami Jackson Louie Beale Abi Branning Jr"
"15749","Kevin Branning","Page Links:","What Links Here"
"15750","Kevin Mason","Portrayed by","Marc Jordan (search)"
"15751","Kevin Mason","Introduced by","Mal Young"
"15752","Kevin Mason","Spin-off Appearances","Perfectly Frank"
"15753","Kevin Mason","Gender"," Male"
"15754","Kevin Mason","Status","Alive"
"15755","Kevin Mason","Occupation","Car Wash Attendant"
"15756","Kevin Mason","Page Links:","What Links Here"
"15757","Kevin Masters","Portrayed by","Colin McCormack (search)"
"15758","Kevin Masters","Introduced by","Corinne Hollingworth (1991)"
"15759","Kevin Masters","Gender"," Male"
"15760","Kevin Masters","First Appearance","23 May 1991"
"15761","Kevin Masters","Last Appearance","25 July 1991"
"15762","Kevin Masters","Duration","1991"
"15763","Kevin Masters","Episode Count"," 9 "
"15764","Kevin Masters","Doof Doof Count"," 1 "
"15765","Kevin Masters","Status","Alive"
"15766","Kevin Masters","Occupation","Minicab firm owner"
"15767","Kevin Masters","Classification","Former; recurring"
"15768","Kevin Masters","Romances","Peggy Mitchell (backstory; affair, 1991-1994)"
"15769","Kevin Masters","Page Links:","What Links Here"
"15770","Kevin Porter","Portrayed by","— (search)"
"15771","Kevin Porter","Gender"," Male"
"15772","Kevin Porter","First Appearance","—"
"15773","Kevin Porter","Last Appearance","—"
"15774","Kevin Porter","Status","Alive"
"15775","Kevin Porter","Occupation","Student"
"15776","Kevin Porter","Classification","Unseen"
"15777","Kevin Porter","Page Links:","What Links Here"
"15778","Kevin Wicks","Portrayed by","Phil Daniels"
"15779","Kevin Wicks","Introduced by","Kate Harwood (2006)"
"15780","Kevin Wicks","Spin-off Appearances","Beatles Tribute (2007)"
"15781","Kevin Wicks","Gender"," Male"
"15782","Kevin Wicks","First Appearance","17 February 2006"
"15783","Kevin Wicks","Last Appearance","1 January 2008"
"15784","Kevin Wicks","Credits","List of appearances"
"15785","Kevin Wicks","Cause/Reason","Car crash"
"15786","Kevin Wicks","Duration","2006-2008"
"15787","Kevin Wicks","Episode Count"," 209 "
"15788","Kevin Wicks","Status","Deceased"
"15789","Kevin Wicks","Age","48"
"15790","Kevin Wicks","Date of Birth","12 December 1959"
"15791","Kevin Wicks","Date of Death","1 January 2008"
"15792","Kevin Wicks","Occupation","Car salesman"
"15793","Kevin Wicks","Classification","Former; regular"
"15794","Kevin Wicks","Wife","Shirley Carter (1980-1989) Denise Fox (2007-2008)"
"15795","Kevin Wicks","Romances","Shirley Carter (1980-1989, 2007)"
"15796","Kevin Wicks","Sons","Jimbo Wicks Dean Wicks (Adoptive)"
"15797","Kevin Wicks","Daughters","Carly Wicks (Adoptive)"
"15798","Kevin Wicks","Stepsons","Mick Carter (1980-1989)"
"15799","Kevin Wicks","Stepdaughters","Chelsea Fox (2007) Libby Fox (2007)"
"15800","Kevin Wicks","Father","John Wicks"
"15801","Kevin Wicks","Mother","Betty Wicks"
"15802","Kevin Wicks","Uncles","Brian Wicks"
"15803","Kevin Wicks","Aunts","Pat Evans"
"15804","Kevin Wicks","First cousins","Simon Wicks David Wicks"
"15805","Kevin Wicks","Other known relatives","Steven Beale Abi Branning"
"15806","Kevin Wicks","Page Links:","What Links Here"
"15807","Kheerat Panesar","Nicknames","K (by his siblings)"
"15808","Kheerat Panesar","Portrayed by","Jaz Singh Deol"
"15809","Kheerat Panesar","Introduced by","Kate Oates (2019) Jon Sen (2019)"
"15810","Kheerat Panesar","Gender"," Male"
"15811","Kheerat Panesar","First Appearance","4 October 2019"
"15812","Kheerat Panesar","Last Appearance","10 November 2022"
"15813","Kheerat Panesar","Credits","List of appearances"
"15814","Kheerat Panesar","Cause/Reason","Sent to prison after Confessing to the murder of Ranveer Gulati to protect Suki Panesar"
"15815","Kheerat Panesar","Duration","2019-2022"
"15816","Kheerat Panesar","Episode Count"," 228 "
"15817","Kheerat Panesar","Doof Doof Count"," 13 "
"15818","Kheerat Panesar","Address","Prison"
"15819","Kheerat Panesar","Status","Alive"
"15820","Kheerat Panesar","Age","Mid-30s"
"15821","Kheerat Panesar","Date of Birth","1986/1987"
"15822","Kheerat Panesar","Occupation","Owner of KJP Pest Control"
"15823","Kheerat Panesar","Classification","Former; regular"
"15824","Kheerat Panesar","Romances","Chantelle Atkins (2020; deceased) Stacey Slater (2020, 2022) Sharon Watts (2021)"
"15825","Kheerat Panesar","Father","Nish Panesar"
"15826","Kheerat Panesar","Mother","Suki Panesar"
"15827","Kheerat Panesar","Brothers","Jags Panesar (deceased) Vinny Panesar"
"15828","Kheerat Panesar","Sisters","Ash Panesar"
"15829","Kheerat Panesar","Half-Brothers","Ravi Gulati"
"15830","Kheerat Panesar","Nephews","Tyrion Ahmed Davinder Gulati"
"15831","Kheerat Panesar","Page Links:","What Links Here"
"15832","Kieran","Portrayed by","Roly Botha (search)"
"15833","Kieran","Introduced by","Sean O'Connor"
"15834","Kieran","Gender"," Male"
"15835","Kieran","First Appearance","16 May 2017"
"15836","Kieran","Status","Alive"
"15837","Kieran","Classification","Former; guest"
"15838","Kieran","Page Links:","What Links Here"
"15839","Kieran Harrington","Portrayed by","Ian Toner (search)"
"15840","Kieran Harrington","Introduced by","Dominic Treadwell-Collins"
"15841","Kieran Harrington","Spin-off Appearances","Redwater"
"15842","Kieran Harrington","Gender"," Male"
"15843","Kieran Harrington","Status","Alive"
"15844","Kieran Harrington","Occupation","Lawyer"
"15845","Kieran Harrington","Romances","Andrew Kelly"
"15846","Kieran Harrington","Father","Sean Harrington"
"15847","Kieran Harrington","Mother","Eileen Harrington"
"15848","Kieran Harrington","Sisters","Aoife Harrington (deceased)"
"15849","Kieran Harrington","Grandfathers","Lance Byrne (deceased)"
"15850","Kieran Harrington","Grandmothers","Agnes Byrne"
"15851","Kieran Harrington","Aunts","Roisin Kelly"
"15852","Kieran Harrington","First cousins","Andrew Kelly"
"15853","Kieran Harrington","Other known relatives","Iris DolanDermott DolanAdeen KellyJonjo Kelly"
"15854","Kieran Harrington","Page Links:","What Links Here"
"15855","Kim Brooks","Portrayed by","Derek Lea (search)"
"15856","Kim Brooks","Introduced by","Matthew Robinson (1999)"
"15857","Kim Brooks","Gender"," Male"
"15858","Kim Brooks","Appears on","14 October 1999"
"15859","Kim Brooks","Cause/Reason","Attacked and robbed by Phil Mitchell and Grant Mitchell, has not been seen since"
"15860","Kim Brooks","Duration","1999"
"15861","Kim Brooks","Episode Count"," 1 "
"15862","Kim Brooks","Status","Alive"
"15863","Kim Brooks","Occupation","Money LaundererGangster"
"15864","Kim Brooks","Classification","Former; guest"
"15865","Kim Brooks","Page Links:","What Links Here"
"15866","Kim Chan","Portrayed by","Lucy Sheen (search)"
"15867","Kim Chan","Gender"," Female"
"15868","Kim Chan","First Appearance","26 January 1998"
"15869","Kim Chan","Last Appearance","6 April 1998"
"15870","Kim Chan","Duration","1998"
"15871","Kim Chan","Episode Count"," 5 "
"15872","Kim Chan","Status","Alive"
"15873","Kim Chan","Occupation","Social Worker"
"15874","Kim Chan","Classification","Former; guest"
"15875","Kim Chan","Page Links:","What Links Here"
"15876","Kim Fox","Birth","Kimberly Fox"
"15877","Kim Fox","Married","Kim Fox-Hubbard"
"15878","Kim Fox","Nicknames","The Kimfluencer  The Fox Catcher"
"15879","Kim Fox","Portrayed by","Tameka Empson"
"15880","Kim Fox","Introduced by","Diederick Santer (2009, 2010) Bryan Kirkwood (2010) Dominic Treadwell-Collins (2014) Kate Oates (2020) Jon Sen (2020)"
"15881","Kim Fox","Spin-off Appearances","The B&B - Kim's Palace (2012) Tamwar Tales (2013) The Kimfluencer (2022)"
"15882","Kim Fox","Gender"," Female"
"15883","Kim Fox","First Appearance","24 November 2009"
"15884","Kim Fox","Credits","List of appearances"
"15885","Kim Fox","Duration","2009-"
"15886","Kim Fox","Episode Count"," Ongoing "
"15887","Kim Fox","Doof Doof Count"," 11 "
"15888","Kim Fox","Address","20 Albert Square"
"15889","Kim Fox","Status","Alive"
"15890","Kim Fox","Age","46"
"15891","Kim Fox","Date of Birth","27th May 1976"
"15892","Kim Fox","Occupation","Matchmaker  Barmaid at The Prince Albert"
"15893","Kim Fox","Classification","Present; regular"
"15894","Kim Fox","Husband","Vincent Hubbard (2014-2018)"
"15895","Kim Fox","Romances","Four-Toed Joe (1990/1991) Dexter Mulholland (2009-2010) Ricky Butcher (2010) Ray Dixon (2012-2013) Dwayne (2021) Howie Danes (2022-)"
"15896","Kim Fox","Sons","Mica Fox"
"15897","Kim Fox","Daughters","Pearl Fox"
"15898","Kim Fox","Father-in-law","Henry Hubbard (2014-2018)"
"15899","Kim Fox","Mother-in-law","Claudette Hubbard (2014-2018)"
"15900","Kim Fox","Mother","Emerald Fox"
"15901","Kim Fox","Brother-in-law","Owen Turner (1991-2000) Kevin Wicks (2007-2008) Lucas Johnson (2009-2011) Jack Branning (2021-)"
"15902","Kim Fox","Sisters","Denise Fox"
"15903","Kim Fox","Half-Sisters","Daphne Fox"
"15904","Kim Fox","Uncles","Jeremiah (deceased)"
"15905","Kim Fox","Aunts","Hetty (deceased)"
"15906","Kim Fox","Nephews","Raymond Dawkins"
"15907","Kim Fox","Nieces","Chelsea Fox Libby Fox"
"15908","Kim Fox","Great-nephews","Jordan Atkins"
"15909","Kim Fox","First cousins","Colm"
"15910","Kim Fox","Page Links:","What Links Here"
"15911","Kim McFarlane","Portrayed by","Krystle Williams"
"15912","Kim McFarlane","Introduced by","Matthew Robinson"
"15913","Kim McFarlane","Gender"," Female"
"15914","Kim McFarlane","First Appearance","25 August 1998"
"15915","Kim McFarlane","Last Appearance","22 January 2002"
"15916","Kim McFarlane","Credits","List of appearances"
"15917","Kim McFarlane","Duration","1998–2002"
"15918","Kim McFarlane","Episode Count"," 70 "
"15919","Kim McFarlane","Status","Alive"
"15920","Kim McFarlane","Date of Birth","5 August 1986"
"15921","Kim McFarlane","Occupation","Student"
"15922","Kim McFarlane","Father","John McFarlane"
"15923","Kim McFarlane","Mother","Yvette"
"15924","Kim McFarlane","Adoptive mother","Josie McFarlane"
"15925","Kim McFarlane","Half-Brothers","Mick McFarlane"
"15926","Kim McFarlane","Page Links:","What Links Here"
"15927","Kim Smith","Portrayed by","Lorraine Arnold (search)"
"15928","Kim Smith","Introduced by","Kate Harwood"
"15929","Kim Smith","Gender"," Female"
"15930","Kim Smith","Appears on","19 December 2006"
"15931","Kim Smith","Duration","2006"
"15932","Kim Smith","Episode Count"," 1 "
"15933","Kim Smith","Status","Alive"
"15934","Kim Smith","Occupation","Foster Parent"
"15935","Kim Smith","Classification","Former; guest"
"15936","Kim Smith","Husband","Tony Smith"
"15937","Kim Smith","Page Links:","What Links Here"
"15938","King Charles III","Portrayed by","Himself (search)"
"15939","King Charles III","Introduced by","Kate Oates"
"15940","King Charles III","Gender"," Male"
"15941","King Charles III","Appears on","2 June 2022"
"15942","King Charles III","Episode Count"," 1 "
"15943","King Charles III","Doof Doof Count"," 1 "
"15944","King Charles III","Status","Alive"
"15945","King Charles III","Age","73"
"15946","King Charles III","Date of Birth","14 November 1948"
"15947","King Charles III","Occupation","Prince of Wales (previously)King of the United Kingdom and the Commonwealth"
"15948","King Charles III","Classification","Former; guest"
"15949","King Charles III","Wife","Princess Diana (1981-1996, deceased) Camilla, Queen Consort (2005-)"
"15950","King Charles III","Sons","Prince William  Prince Harry"
"15951","King Charles III","Father","Prince Phill (deceased)"
"15952","King Charles III","Mother","Queen Elizabeth II (deceased)"
"15953","King Charles III","Page Links:","What Links Here"
"15954","Kioni Marwa","Nicknames","Ki (by Mila Marwa)"
"15955","Kioni Marwa","Portrayed by","Florisa Kamara"
"15956","Kioni Marwa","Introduced by","Jon Sen"
"15957","Kioni Marwa","Gender"," Female"
"15958","Kioni Marwa","First Appearance","24 May 2021"
"15959","Kioni Marwa","Last Appearance","3 February 2022"
"15960","Kioni Marwa","Credits","List of appearances"
"15961","Kioni Marwa","Cause/Reason","Left for Bristol to join Iqra Ahmed with Mila."
"15962","Kioni Marwa","Duration","2021-2022"
"15963","Kioni Marwa","Episode Count"," 14 "
"15964","Kioni Marwa","Address","45 Albert Square (2021) 41 Albert Square (2021-2022)  Bristol (2022-)"
"15965","Kioni Marwa","Status","Alive"
"15966","Kioni Marwa","Age","13"
"15967","Kioni Marwa","Date of Birth","2009"
"15968","Kioni Marwa","Classification","Former; recurring"
"15969","Kioni Marwa","Mother","Nyangi Marwa"
"15970","Kioni Marwa","Legal guardian","Mila Marwa (2022-) Iqra Ahmed (2022-)"
"15971","Kioni Marwa","Sisters","Mila Marwa"
"15972","Kioni Marwa","Page Links:","What Links Here"
"15973","Kira Salter","Portrayed by","— (search)"
"15974","Kira Salter","Gender"," Female"
"15975","Kira Salter","Date of Birth","January  1994"
"15976","Kira Salter","Date of Death","January  1994"
"15977","Kira Salter","Father","Ricky Butcher"
"15978","Kira Salter","Mother","Mandy Salter"
"15979","Kira Salter","Half-Brothers","Liam Butcher Morgan Butcher (Step Brother)"
"15980","Kira Salter","Half-Sisters","Natasha Butcher (Deceased) Tiffany Butcher  Whitney Dean (Step Sister)"
"15981","Kira Salter","Grandfathers","Frank Butcher"
"15982","Kira Salter","Grandmothers","June Butcher Pat Evans (Step Grandmother) Lorraine Salter"
"15983","Kira Salter","Aunts","Diane Butcher Clare Butcher  Janine Butcher"
"15984","Kira Salter","First cousins","Jacques Butcher Scarlett Moon"
"15985","Kira Salter","Page Links:","What Links Here"
"15986","Kirsty Branning","Birth","Kirsty Bell"
"15987","Kirsty Branning","Portrayed by","Kierston Wareing"
"15988","Kirsty Branning","First Appearance","25 December 2012"
"15989","Kirsty Branning","Last Appearance","9 January 2014"
"15990","Kirsty Branning","Credits","List of appearances"
"15991","Kirsty Branning","Duration","2012-2014"
"15992","Kirsty Branning","Episode Count"," 126 "
"15993","Kirsty Branning","Occupation","Barmaid"
"15994","Kirsty Branning","Husband","Max Branning (2011-14)"
"15995","Kirsty Branning","Stepsons","Oscar Branning (2011-14)"
"15996","Kirsty Branning","Stepdaughters","Lauren Branning (2011-14) Abi Branning (2011-14)"
"15997","Kirsty Branning","Page Links:","What Links Here"
"15998","Kitty (2013)","Portrayed by","Chloe May-Cuthill (search)"
"15999","Kitty (2013)","Gender"," Female"
"16000","Kitty (2013)","First Appearance","26 August 2013"
"16001","Kitty (2013)","Last Appearance","30 August 2013"
"16002","Kitty (2013)","Episode Count"," 4 "
"16003","Kitty (2013)","Status","Alive"
"16004","Kitty (2013)","Classification","Former; guest"
"16005","Kitty (2013)","Romances","Jay Brown (2013)"
"16006","Kitty (2013)","Page Links:","What Links Here"
"16007","Klaus","Portrayed by","Thorston Manderlay"
"16008","Klaus","Gender"," Male"
"16009","Klaus","Appears on","25 July 1995"
"16010","Klaus","Duration","1995"
"16011","Klaus","Episode Count"," 1 "
"16012","Klaus","Address","Seville Spain"
"16013","Klaus","Status","Alive"
"16014","Klaus","Occupation","Landlord"
"16015","Klaus","Classification","Former; guest"
"16016","Klaus","Page Links:","What Links Here"
"16017","Koffi (2004)","Portrayed by","Omari Carter (search)"
"16018","Koffi (2004)","Introduced by","Louise Berridge"
"16019","Koffi (2004)","Gender"," Male"
"16020","Koffi (2004)","First Appearance","6 August 2004"
"16021","Koffi (2004)","Last Appearance","12 August 2004"
"16022","Koffi (2004)","Episode Count"," 5 "
"16023","Koffi (2004)","Status","Alive"
"16024","Koffi (2004)","Classification","Former; guest"
"16025","Koffi (2004)","Page Links:","What Links Here"
"16026","Kofi Tavernier","Portrayed by","Marcel Smith (search)"
"16027","Kofi Tavernier","Introduced by","Corinne Hollingworth"
"16028","Kofi Tavernier","Gender"," Male"
"16029","Kofi Tavernier","First Appearance","27 November 1990"
"16030","Kofi Tavernier","Last Appearance","22 July 1993"
"16031","Kofi Tavernier","Credits","List of appearances"
"16032","Kofi Tavernier","Episode Count"," 75 "
"16033","Kofi Tavernier","Status","Alive"
"16034","Kofi Tavernier","Classification","Former; recurring"
"16035","Kofi Tavernier","Father","Clyde Tavernier"
"16036","Kofi Tavernier","Mother","Abigail Chadwick"
"16037","Kofi Tavernier","Grandfathers","Celestine TavernierHenry Chadwick"
"16038","Kofi Tavernier","Grandmothers","Etta Tavernier Pearl Chadwick"
"16039","Kofi Tavernier","Uncles","Lloyd Tavernier"
"16040","Kofi Tavernier","Aunts","Hattie Tavernier"
"16041","Kofi Tavernier","First cousins","Gidea Thompson"
"16042","Kofi Tavernier","Other known relatives","Jules Tavernier"
"16043","Kofi Tavernier","Page Links:","What Links Here"
